文件名稱         ,頁碼 ,內容類型   ,內容
0213 (3).pdf     , 725 ,Counsel    ,"Counsel: John E. Thomas argued the cause and filed a brief for petitioner.
                                    Julian R. Wilheim and Elliot S. Kaplan argued the cause for respondents.  With them on the brief were Fred L.
                                    Woodworth, Joseph C. Basta, and Deborah J. Palmer.
                                    Assistant Attorney General Shenefield argued the cause for the United States as amicus curiae urging reversal.
                                    With him on the brief were Solicitor General McCree, Deputy Solicitor General Easterbrook, Stephen M. Shapiro,
                                    Barry [****5]  Grossman, and Bruce E. Fein.  Warren Spannaus, Attorney General of Minnesota, argued the cause
                                    for the States of Alabama et al. as amici curiae urging reversal.  With him on the brief were Richard B. Allyn,
                                    Solicitor General of Minnesota, Alan H. Maclin, Stephen P. Kilgruff, and Thomas Kenyon, Special Assistant
                                    Attorneys General; and John Ashcroft, Attorney General of Missouri, Walter O. Theiss, Assistant Attorney General,
                                    and Rogert Bern; joined by other officials for their respective States as follows: Charles A. Graddick, Attorney
                                    General, for Alabama; Avrum M. Gross, Attorney General, and Mark E. Ashburn, Assistant Attorney General, for
                                    Alaska; Robert K. Corbin, Attorney General, and Kenneth R. Reed for Arizona; Steve Clark, Attorney General, and
                                    Royce O. Griffin, Jr., Deputy Attorney General, for Arkansas; George Deukmejian, Attorney General, Warren J.
                                    Abbott, Assistant Attorney General, and Linda L. Tedeschi, Deputy Attorney General, for California; J. D.
                                    MacFarlane, Attorney General, B. Lawrence Theis, First Assistant Attorney General, and William E. Walters,
                                    Assistant Attorney General, for Colorado; Carl R. Ajello, Attorney General, Gerard J. Dowling and Larry H. Evans,
                                    Assistant [****6]  Attorneys General, for Connecticut; Richard S. Gebelein, Attorney General, and William E. Kirk III,
                                    Assistant Attorney General, for Delaware; Jim Smith, Attorney General, Charles R. Ranson, Special Assistant
                                    Attorney General, and Douglas C. Kearney, Assistant Attorney General, for Florida; Wayne Minami, Attorney
                                    General, and Thomas T. Wood, Deputy Attorney General, for Hawaii; David H. Leroy, Attorney General, and Mike
                                    Brassey, Deputy Attorney General, for Idaho; William J. Scott, Attorney General, for Illinois; Theodore L. Sendak,
                                    Attorney General, for Indiana; Thomas J. Miller, Attorney General, and Gary H. Swanson, Assistant Attorney
                                    General, for Iowa; Robert T. Stephan, Attorney General, and Wayne E. Hundley, Deputy Attorney General, for
                                    Kansas; Robert F. Stephens, Attorney General, and James M. Ringo, Assistant Attorney General, for Kentucky;
                                    William J. Guste, Jr., Attorney General, and John R. Flowers, Jr., Assistant Attorney General, for Louisiana; Richard
                                    S. Cohen, Attorney General, and Cheryl Harrington, Assistant Attorney General, for Maine; Stephen H. Sachs,
                                    Attorney General, and Charles O. Monk II, Assistant Attorney General, for Maryland; Francis X. Bellotti,
                                    Attorney [****7]  General, Paula W. Gold, Assistant Attorney General, and Steven J. Greenfogel for Massachusetts;
                                    Frank J. Kelley, Attorney General, and Edwin M. Bladen, Assistant Attorney General, for Michigan; A. F. Summer,
                                    Attorney General, and Marshall G. Bennett, Assistant Attorney General, for Mississippi; Mike T. Greely, Attorney
                                    General, and Jerome J. Cate, Assistant Attorney General, for Montana; Paul L. Douglas, Attorney General, and
                                    Robert F. Bartle and Paul E. Hofmeister, Assistant Attorneys General, for Nebraska; Richard H. Bryan, Attorney
                                    442 U.S. 330, *330; 99 S. Ct. 2326, **2326; 60 L. Ed. 2d 931, ***931; 1979 U.S. LEXIS 108, ****3
                                    
                                    
                                    General, for Nevada; Thomas D. Rath, Attorney General, for New Hampshire; John J. Degnan, Attorney General,
                                    and Alfred J. Luciani for New Jersey; Jeff Bingham, Attorney General, and James J. Wechsler, Assistant Attorney
                                    General, for New Mexico; Robert Abrams, Attorney General, and John M. Desiderio, Assistant Attorney General, for
                                    New York; Rufus L. Edmisten, Attorney General, Howard A. Kramer, Deputy Attorney General, and David S.
                                    Crump, Special Deputy Attorney General, for North Carolina; Allen I. Olson, Attorney General, and Dale V.
                                    Sandstrom and Terry L. Adkins, Assistant Attorneys General, for North Dakota; William J. Brown, Attorney General,
                                    and [****8]  Eugene F. McShane and Richard M. Firestone, Assistant Attorneys General, for Ohio; Jan Eric
                                    Cartwright, Attorney General, and Manville J. Buford, Assistant Attorney General, for Oklahoma; James A. Redden,
                                    Attorney General, and James Kirkham Johns for Oregon; Edward G. Biester, Jr., Attorney General, and Norman J.
                                    Watkins and John L. Shearburn, Deputy Attorneys General, for Pennsylvania; Dennis J. Roberts II, Attorney
                                    General, and Patrick J. Quinlan, Special Assistant Attorney General, for Rhode Island; Daniel R. McLeod, Attorney
                                    General, for South Carolina; Mark V. Meierhenry, Attorney General, and James E. McMahon, Assistant Attorney
                                    General, for South Dakota; William M. Leech, Jr., Attorney General, and William J. Haynes, Jr., Deputy Attorney
                                    General, for Tennessee; Mark White, Attorney General, for Texas; Robert B. Hansen, Attorney General, and
                                    Andrew W. Buffmire, Assistant Attorney General, for Utah; M. Jerome Diamond, Attorney General, and Jay I.
                                    Ashman, Assistant Attorney General, for Vermont; Marshall Coleman, Attorney General, and Joseph W. Kaestner,
                                    Assistant Attorney General, for Virginia; Slade Gorton, Attorney General, Thomas L. Boeder, Senior Assistant
                                    Attorney General,  [****9]  and Earle J. Hereford, Jr., Assistant Attorney General, for Washington; Chauncey H.
                                    Browning, Jr., Attorney General, and Charles G. Brown, Deputy Attorney General, for West Virginia; Bronson C. La
                                    Follette, Attorney General, and Michael L. Zaleski, Assistant Attorney General, for Wisconsin; and John D.
                                    Troughton, Attorney General, Peter J. Mulvaney, Deputy Attorney General, and James W. Gusea, Assistant
                                    Attorney General, for Wyoming. *"
0213 (3).pdf     , 727 ,Judges     ,"Judges: BURGER, C. J., delivered the opinion of the Court, in which all other Members joined, except BRENNAN,
                                    J., who took no part in the decision of the case.  REHNQUIST, J., filed a concurring opinion, post, p. 345."
0213 (3).pdf     , 727 ,Opinion by ,Opinion by: BURGER
0213 (3).pdf     , 734 ,Counsel    ,"Counsel:  [**1]  Vinson & Elkins, Eleanor S. Glass and Harry Reasoner, Saccamanno, Clegg, Martin & Kipple,
                                    Charles Kipple, Houston, Tex., for plaintiffs.
                                    Dixie, Wolf & Hall, Chris Dixie and Louise Gilmore, Houston, Tex., for defendants."
0213 (3).pdf     , 734 ,Opinion by ,Opinion by: COWAN
0213 (3).pdf     , 759 ,Opinion by ,Opinion by:  [*1]  WATERS
0213 (3).pdf     , 772 ,Counsel    ,"Counsel: Maxwell M. Blecher, Harold R. Collins, Jr., Daphne M. Stegman, of Blecher, Collins & Hoecker, Los
                                    Angeles, Cal., for plaintiffs-appellants.
                                    David Boies, Ronald S. Rolfe, Stuart W. Gold, Cravath, Swaine & Moore, New York City, Ernest J. Getto, Kadison,
                                    Pfaelzer, Woodward, Quinn & Rossi, Los Angeles, Cal., David Boies, Scarsdale, N. Y., for defendant-appellee."
0213 (3).pdf     , 772 ,Judges     ,"Judges: Before CHOY and KENNEDY, Circuit Judges, and PALMIERI, * District Judge."
0213 (3).pdf     , 772 ,Opinion by ,Opinion by: CHOY
0213 (3).pdf     , 790 ,Counsel    ,"Counsel:  [**1]  William O. LaMotte, III, Morris, Nichols, Arsht & Tunnell, Wilmington, Del., for plaintiff; Charles
                                    Owen Verrill, Jr., and Donald A. Lofty, Patton, Boggs & Blow, Washington, D. C., of counsel.
                                    James T. McKinstry, Richards, Layton & Finger, Wilmington, Del., for defendants Pezetel and Melex, USA, Inc.;
                                    Henry W. Sawyer, III, Stewart Dalzell, John Chesney, and Mark M. Wilcox, Drinker, Biddle & Reath, Louis B.
                                    Schwartz, Philadelphia, Pa., of counsel.
                                    James T. McKinstry, Richards, Layton & Finger, Wilmington, Del., for Ross Products, Inc.; Gerald J. Brown, Cahill,
                                    Gordon & Reindel, Washington, D. C., of counsel.
                                    Paul H. Spiller, Kimmel & Spiller, Wilmington, Del., for Fern Clo Golf Car, Inc."
0213 (3).pdf     , 790 ,Opinion by ,Opinion by: SCHWARTZ
0213 (3).pdf     , 807 ,Counsel    ,"Counsel: Alvin M. Stein, New York City (Barry J. Brett, Mark I. Schlesinger, Aurora Cassirer, Mark D. Offen,
                                    Parker, Chapin, Flattau & Klimpl, New York City, Neuman, Williams, Anderson & Olson, Chicago, Ill., of counsel),
                                    for plaintiff-appellee-cross appellant.
                                    William Piel, Jr., New York City (Robert MacCrate, John L. Warden, Richard E. Carlton, Jerrold J. Ganzfried, Philip
                                    K. Howard, Shelley D. LaVine, William L. Farris, Sullivan & Cromwell, New York City, of counsel), for defendant-
                                    appellant-cross appellee."
0213 (3).pdf     , 807 ,Judges     ,"Judges: Before KAUFMAN, Chief Judge, and SMITH and MULLIGAN, Circuit Judges."
0213 (3).pdf     , 807 ,Opinion by ,Opinion by: KAUFMAN
0213 (3).pdf     , 850 ,Counsel    ,"Counsel:  [**1]  Arnold Fleischmann, John A. Austin, and Charles E. Rosolio, Towson, Md., for plaintiff.
                                    Edmund P. Dandridge, Jr., and J. Frederick Motz, and Richard L. Wasserman, Baltimore, Md., for defendants."
0213 (3).pdf     , 850 ,Opinion by ,Opinion by: YOUNG
0213 (3).pdf     , 867 ,Judges     ,"Judges: Before Gartzke, P.J., Bablitch, J. and Dykman, J."
0213 (3).pdf     , 867 ,Opinion by ,Opinion by: DYKMAN
0213 (3).pdf     , 875 ,Counsel    ,"Counsel: John R. Ferguson, Washington, D. C. (William H. Wentz, Phillip A. Proger, Janine H. Coward, Timothy F.
                                    Bannon, Pettit & Martin, Washington, D. C., Walter, Conston, Schurtman & Gumpel, P. C., New York City, of
                                    counsel), for petitioner.
                                    D. Barry Morris, Atty., F. T. C., Washington, D. C. (Michael N. Sohn, Gen. Counsel, Gerald P. Norton, Deputy Gen.
                                    Counsel, W. Dennis Cross, Asst. Gen. Counsel, F. T. C., Washington, D. C., of counsel), for respondent."
0213 (3).pdf     , 875 ,Judges     ,"Judges: Before MANSFIELD and OAKES, Circuit Judges, and BARTELS, District Judge.*"
0213 (3).pdf     , 875 ,Opinion by ,Opinion by: MANSFIELD
0213 (3).pdf     , 893 ,Counsel    ,"Counsel: Peter A. McGonigle, Clary, Mimnaugh & McGonigle, P.C., Philadelphia, Pa., for plaintiff.
                                    Benjamin M. Quigg, Jr., James J. Rodgers, Morgan, Lewis & Bockius, Philadelphia, Pa., for defendant."
0213 (3).pdf     , 893 ,Opinion by ,Opinion by: BRODERICK
0213 (3).pdf     , 903 ,Counsel    ,"Counsel: James F. Fairman, Jr., Washington, D. C., with whom John C. Scott and Susan M. Jenkins, Washington,
                                    D. C., were on the brief, for petitioners in No. 77-1916.
                                    Alan J. Roth, Washington, D. C., with whom Robert C. McDiarmid, George Spiegel, Sandra J. Strebel, and Frances
                                    E. Francis, Washington, D. C., were on the brief, for petitioners in No. 77-1924.
                                    William J. Madden, Jr., Washington, D. C., with whom Donald K. Dankner, Washington, D. C., was on the brief, for
                                    petitioners in No. 77-1914 and intervenors in Nos. 77-1916 and 77-1924.
                                    James E. Rogers, Jr., Atty., Federal Energy Regulatory Commission, Washington, D. C., with whom Howard E.
                                    Shapiro, Solicitor, Federal Energy Regulatory Commission, Washington, D. C., was on the brief, for respondent.
                                    Philip R. Telleen, Atty., Federal Energy Regulatory Commission, Washington, D. C., also entered an appearance
                                    for respondent."
0213 (3).pdf     , 903 ,Judges     ,"Judges: Before TAMM and ROBINSON, Circuit Judges, and JOHN H. PRATT, * United States District Judge for
                                    the District of Columbia. [**2]"
0213 (3).pdf     , 903 ,Opinion by ,Opinion by: TAMM
0213 (3).pdf     , 919 ,Counsel    ,"Counsel: Thomas L. Case, Louis P. Bickel, Dallas, Tex., for defendant-appellant.
                                    David B. Kultgen, Waco, Tex., for plaintiffs-appellees."
0213 (3).pdf     , 919 ,Judges     ,"Judges: Before SIMPSON, TJOFLAT and HILL, Circuit Judges."
0213 (3).pdf     , 919 ,Opinion by ,Opinion by: HILL
0213 (3).pdf     , 925 ,Counsel    ,"Counsel: Robert A. King (argued), Melvin L. Moser, Jr., Buchanan, Ingersoll, Rodewald, Kyle & Buerger,
                                    Pittsburgh, Pa., for Larry V. Muko, Inc.
                                    Stanford A. Segal (argued), Gatz, Cohen, Segal & Koerner, Pittsburgh, Pa., for Southwestern Pennsylvania
                                    Building and Construction Trades Council and Building and Construction Trades Council of Pittsburgh,
                                    Pennsylvania, and Vicinity.
                                    Gilbert J. Helwig, John T. Tierney, III (argued), Joseph E. Camp, Reed, Smith, Shaw & McClay, Pittsburgh, Pa., for
                                    Long John Silver's Inc.
                                    Baker Armstrong Smith, Atlanta, Ga., Thomas J. Brackett, Center on National Labor Policy, Arlington, Va., for
                                    amicus curiae."
