Page ,Footnote
 883 ,"45  We reject petitioners' fallback position that an antitrust claim will not lie for anticompetitive municipal action which, though not We reject petitioners' fallback position that an antitrust claim will not lie for anticompetitive municipal action which, though not  state directed, is lawful under state law. See  Schwegmann Bros. v. Calvert Distillers Corp., 341 U.S. 384 (1951) ;  Northern  Securities Co. v. United States, 193 U.S. 197, 344-351 (1904) ; cf.   Union Pacific R. Co. v. United States, 313 U.S. 450 (1941)   (discussed in n. 19, supra).  See also n. 44, supra. "
 883 ,"46  Restating a theme made and rejected before, see Restating a theme made and rejected before, see  Cantor v. Detroit Edison Co., 428 U.S., at 640  (STEWART, J., dissenting),  our Brother STEWART's dissent, post, at 438-440, likens judicial enforcement of the antitrust laws to a regime of substantive  due process used by federal judges to strike down state and municipal economic regulation thought by them unfair.  That  analogy, of course, ignores the congressional judgment mandating broad scope in enforcement of the antitrust laws and simply  reflects the dissent's view that such enforcement with respect to cities is unwise."
 884 ,"47  While the majority and dissent disagreed in Otter Tail over whether the specific practices of which plaintiffs complained could While the majority and dissent disagreed in Otter Tail over whether the specific practices of which plaintiffs complained could  be regarded as unlawful anticompetitive restraints in light of the existence of federal regulation, there was agreement that a  lawful monopolist could violate the antitrust laws. Compare  410 U.S., at 377-382  with  id., at 390-391, n. 7  (STEWART, J.,  concurring in part and dissenting in part)."
 884 ,"48  It may be that certain activities which might appear anticompetitive when engaged in by private parties, take on a different It may be that certain activities which might appear anticompetitive when engaged in by private parties, take on a different  complexion when adopted by a local government.  See generally Posner, The Proper Relationship Between State Regulation  and the Federal Antitrust Laws, 49 N.Y.U.L. Rev. 693, 705 (1974)."
 884 ,"1  The District Court did not, of course, make a formal finding of fact to this effect since the counterclaim was disposed of on the The District Court did not, of course, make a formal finding of fact to this effect since the counterclaim was disposed of on the  basis of pleadings.  Nonetheless, the District Court could reasonably conclude, as a matter of law, that these Cities are engaging  in business activities which have as their aim the production of revenues in excess of costs.  It certainly is the case that the  Cities are attempting to provide a public service, but it is likewise undeniable that they seek to do so in the most profitable way.   The Cities allege in their complaint, for example, that they have ""been prevented from profitably expanding their businesses.""  App. 14.  While it is correct that the Cities are ordinarily constrained from applying their net earnings as a private corporation  would, this does not detract from their competitive posture and resulting incentive to engage in anticompetitive practices."
 886 ,"2  Our conceptions of the limits imposed by federalism are bound to evolve, just as our understanding of Congress' power under Our conceptions of the limits imposed by federalism are bound to evolve, just as our understanding of Congress' power under  the  Commerce Clause  has evolved.  Consequently, since we find it appropriate to allow the ambit of the Sherman Act to expand  with evolving perceptions of congressional power under the  Commerce Clause , a similar process should occur with respect to  ""state action"" analysis under Parker. That is, we should not treat the result in the Parker case as cast in bronze; rather, the  scope of the Sherman Act's power should parallel the developing concepts of American federalism."
 886 ,"3  I use the term ""proprietary"" only to focus attention on the fact that all of the parties are in a competitive relationship such that I use the term ""proprietary"" only to focus attention on the fact that all of the parties are in a competitive relationship such that  each should be constrained, when necessary, by the federal antitrust laws. It is highly unlikely that Congress would have meant  to impose liability only on some of these parties, when each possesses the means to thwart federal antitrust policy."
 886 ,"4  MR. JUSTICE STEWART's dissent, post, at 433-434, attempts to blunt this analysis by noting that the ""nongovernmental- MR. JUSTICE STEWART's dissent, post, at 433-434, attempts to blunt this analysis by noting that the ""nongovernmental- governmental"" distinction was criticized in  Indian Towing Co. v. United States, 350 U.S. 61 (1955) . I suggest no more, however,  than what is obvious from our past cases: Petitioners' business activities are not entitled to per se exemption from the Sherman  Act. This much ought to be quite clear from  United States v. California, 297 U.S. 175 (1936) , where the State operated a  railroad, albeit without profit, and as a ""public function."" I cannot comprehend why the Cities here should be treated in a different  manner.  The only authority which MR. JUSTICE STEWART cites to the contrary,  Lowenstein v. Evans, 69 F. 908 (CCSC 1895) ,  was a case in which a State's complete monopolization of the liquor industry was challenged as violating the Sherman Act. But  in that circumstance the State clearly directed the creation of a monopoly, thus bringing the matter within the Parker rationale.   Compare  Ohio v. Helvering, 292 U.S. 360 (1934) ."
 887 ,"5  Such an ascertainment dovetails precisely with the law of Louisiana.  There it is recognized that the powers of a municipal Such an ascertainment dovetails precisely with the law of Louisiana.  There it is recognized that the powers of a municipal  corporation are both public and private: As to the former, the city represents the State, discharging duties incumbent upon the  State; as to the latter, it represents pecuniary and proprietary interests of individuals, and is held to the same responsibility as a  private person.   Hall v. Shreveport, 157 La. 589, 594, 102 So. 680, 681 (1925) . A long line of Louisiana cases dealing explicitly  with the subject of municipally owned electrical utilities holds that cities are to be governed by the same rules applicable to  private corporations and individuals.  See  Hicks v. City of Monroe Utilities Comm'n, 237 La. 848, 112 So. 2d 635 (1959) ;  Elias v.  Mayor of New Iberia, 137 La. 691, 69 So. 141 (1915) ;  Hart v. Lake Providence, 5 La. App. 294 (1926) ;  Bannister v. City of  Monroe, 4 La. App. 182 (1926) ."
 887 ,"6  While I agree with the plurality that a State may cause certain activities to be exempt from the federal antitrust laws by virtue of While I agree with the plurality that a State may cause certain activities to be exempt from the federal antitrust laws by virtue of  an articulated policy to displace competition with regulation, I would require a strong showing on the part of the defendant that  the State so intended.  Thus, I would not be satisfied, as the plurality and Court of Appeals apparently are, that the highest  policymaking body in the State of Louisiana merely ""contemplated"" the activities being undertaken by the cities.  See ante, at  415.  I would insist, as the Court did in  Goldfarb v. Virginia State Bar, 421 U.S. 773, 791 (1975) , that the State compel the  anticompetitive activity.  Moreover, I would have the Cities demonstrate that the exemption was not only part of a regulatory  scheme to supersede competition, but that it was essential to the State's plan.  Consequently, I do not disagree with the terms of "
