­¶½X,¤º®e,
369,"Opinion In our discussion, petitioners will sometimes be referred to as Coldwell Banker and Guardian Title; respondents will sometimes  be referred to as the department and the commissioner.  All references to code sections will refer to the Insurance Code, unless  otherwise indicated. ""Underwritten title company"" is defined therein as ""any corporation engaged in the business of preparing title searches, title  examinations, title reports, certificates or abstracts of title upon the basis of which a title insurer writes title policies."" Insurance Code section 827  requires the issuance of a permit by providing: ""An insurer shall not sell in this state, . . . or offer for  sale, negotiate for the sale of, or take subscriptions for any security of its own issue until it shall have first applied for and  secured from the commissioner a permit authorizing it so to do."" The license requirement is set forth in  Insurance Code section 12389, subdivision (a)(3) , which provides, in part pertinent to the  issue before us: ""Such an underwritten title company shall obtain from the commissioner a license to transact its business.  Such  license shall not be granted until the applicant conforms to the requirements of this section and all other provisions of this code  specifically applicable to applicant.""",
370,"HN1 [ ] This section confers broad investigative powers on the commissioner, enabling the production of evidence ""on any  subject touching insurance business."" Insurance Code section 839  provides:  HN2 [ ] ""The commissioner shall issue a [stock] permit if he finds that: [para. ] (a) The  proposed plan of business of the applicant and the proposed issuance of securities are fair, just, and equitable.  [para. ] (b) The  applicant intends fairly and honestly to transact its business, and [para. ] (c) The securities the applicant proposes to issue and  the methods to be used by it in issuing or disposing of them are such as, in his opinion, will not work a fraud upon the purchaser  thereof, or upon policyholders or other security holders of applicant.  [para. ] Otherwise, he shall deny the application and notify  the applicant in writing of his decision."" Insurance Code section 839.1  provides:  HN3 [ ] ""(a) In any case where a domestic insurer is directly affected by the total  transaction for some part of which the permit applied for is needed, and the commissioner in his discretion determines that  reasonable grounds exist for contentions that such total transaction or any part thereof: [para. ] (1) Is a combination of capital,  skill, or acts to create or carry out restrictions on or to prevent competition in the insurance business; or [para. ] (2) Is a  combination (in the form of a trust or otherwise) in restraint of the insurance business; or [para. ] (3) Is an attempt to monopolize  the insurance business; or [para. ] (4) Is a conspiracy to create any of the foregoing; or [para. ] (5) That such total transaction, or  any part thereof, if consummated will create or result in any of the foregoing or will substantially lessen competition in the  insurance business. [para. ] Then, in such event, the Insurance Commissioner may make findings with respect to whether such  total transaction, or any part thereof, would or would not do or be any of the foregoing.  [para. ] (b) In the event the Insurance  Commissioner makes affirmative findings as provided in subdivision (a) of this section, he may deny the permit applied for."" The administrative record, consisting of 4 volumes of reporter's transcript and 65 exhibits, was lodged in the superior court file  as an exhibit.  This record is before us and we have reviewed it.",
371,"Webster's Third International Dictionary, 1966 unabridged edition, defines ""oligopoly"" as ""a market situation in which each of a  limited number of producers is strong enough to influence the market but not strong enough to disregard the reaction of his  competitors . . . ."" Those subsidiaries mentioned were Forest E. Olson, Inc., Landmark Escrow Services, Inc., Certified Mortgage Company, Inc.,  Coldwell Banker Management Corporation and Insurance West Corporation.",
372,"An analogy was found in the sale of credit life and disability insurance, where the demand is ""derived"" in the sense that it  would not exist except for the underlying transaction, and the cost represents a small percentage (one-half of 1 percent) of the  total transaction price.  (See  Credit Ins. Gen. Agents Assn. v. Payne (1976) 16 Cal.3d 651 [128 Cal.Rptr. 881, 547 P.2d 993] .) It was noted that Guardian Title had no intention of offering escrow services, because of the existence of Coldwell Banker's  wholly owned escrow service corporation, Landmark.",
373,"The evidence upon which the department relied in making this finding concerned experience in northern California rather than  any figures relative to market share, market penetration or growth of realtor-owned underwritten title companies in the four  southern California counties in which Guardian Title proposed to operate.  The northern California experience, however, led the  department to conclude that the market share of wholly owned underwritten title companies would be closely aligned to the  share of the market controlled by the parent.",
374,"HN4 [ ] That section provides, in pertinent part for our purposes, that a writ of mandate ""may be issued by any court, except a  municipal or justice court, to any inferior tribunal, corporation, board, or person, to compel the performance of an act which the  law specially enjoins, . . .; or to compel the admission of a party to the use and enjoyment of a right or office to which he is  entitled, . . ."" Prior to this testimony, the department and the commissioner objected to it on the ground that Hilton had already testified at  the administrative hearing, but then withdrew the objection, raised no further objection to his testifying, and conducted a cross- examination. Specifically, administrative findings No. 2 through 26 (with the exception of No. 19, not adopted by the commissioner and the  first sentence of No. 26).",
380,"Section 839.1  was enacted into law as set forth in Senate Bill No.  559, introduced by Senator Dolwig on February 18, 1965.   The Legislative Counsel's Digest merely summarizes its content.",
381,"""It shall be unlawful for any person engaged in commerce, in the course of such commerce, to lease or make a sale or  contract for sale of goods, wares, merchandise, machinery, supplies, or other commodities, whether patented or unpatented, for  use, consumption, or resale . . . or fix a price charged therefor, or discount from, or rebate upon, such price, on the condition,  agreement, or understanding that the lessee or purchaser thereof shall not use or deal in the goods, wares, merchandise,  machinery, supplies, or other commodities of a competitor or competitors of the lessor or seller, where the effect of such lease,",
382,"sale, or contract for sale or such condition, agreement, or understanding may be to substantially lessen competition or tend to  create a monopoly in any line of commerce.""",
383,"HN13 [ ] That section provides, in pertinent part, that ""[no] corporation engaged in commerce shall acquire, directly or  indirectly, the whole or any part of the stock or other share capital and no corporation subject to the jurisdiction of the Federal  Trade Commission shall acquire the whole or any part of the assets of another corporation engaged also in commerce, where in  any line of commerce in any section of the country, the effect of such acquisition may be  substantially  to lessen competition, or  tend to create a monopoly."" (Italics added.)",
