Page,Footnote
1159,"4  Judge Sneed explained his reluctance to apply the   rule substantially as follows: The record did not indicate the actual  purpose of the maximum-fee arrangements or their effect on competition in the health care industry.  It was not clear whether the  assumptions made about typical price restraints could be carried over to that industry.  Only recently had this Court applied the  antitrust laws to the professions.  Moreover, there already were such significant obstacles to pure competition in the industry that  a court must compare the prices that obtain under the maximum-fee arrangements with those that would otherwise prevail rather  than with those that would prevail under ideal competitive conditions.  Furthermore, the Ninth Circuit had not applied  Kiefer- Stewart Co. v. Joseph E. Seagram & Sons, Inc., 340 U.S. 211 (1951) , and  Albrecht v. Herald Co., 390 U.S. 145 (1968) , to  horizontal agreements that establish maximum prices; some of the economic assumptions underlying the rule against maximum  price fixing were not sound. 5  Judge Kennedy's concurring opinion concluded as follows: ""There does not now appear to be a controlling or definitive analysis of the market impact caused by the arrangements under"
1159,"6  Judge Larson stated, in part: ""Defendants formulated and dispersed relative value guides and conversion factor lists which together were used to set an upper"
1159,"7  Most health insurance plans are of the fee-for-service type.  Under the typical insurance plan, the insurer agrees with the"
1160,8  The record contains divergent figures on the percentage of Pima County doctors that belong to the foundation.  A 1975
1160,"9  In 1980, after the District Court and the Court of Appeals had rendered judgment, both foundations apparently discontinued the"
1160,10  The parties disagree over whether the increases in the fee schedules are the cause or the result of the increases in the
1160,11  Seven different insurance companies underwrite health insurance plans that have been approved by the Maricopa
1161,12  [
1161,13  Justice Brandeis provided the classic statement of the rule of reason in
1162,14  For a thoughtful and brief discussion of the costs and benefits of rule-of-reason versus   rule analysis of price-fixing
1162,15  [
1162,"16  Thus, in applying the   rule to invalidate the restrictive practice in"
1163,"17   (Harlan, J., dissenting)."
1164,"18  It is true that in  , as in  , the agreement involved a vertical arrangement in which maximum resale prices"
1164,19  The argument should not be confused with the established position that  [
1164,"20  ""The health care industry, moreover, presents a particularly difficult area.  The first step to understanding is to recognize that"
1165,"21  ""Perforce we must take industry as it exists, absent the challenged feature, as our baseline for measuring anticompetitive"
1165,"22  In the first price-fixing case arising under the Sherman Act, the Court was required to pass on the sufficiency of the"
1165,23  [
1165,"24  According to the respondents' figures, this presumption is well founded.  See Brief for Respondents 42, n. 120."
1166,25  We do not perceive the respondents' claim of procompetitive justification for their fee schedules to rest on the premise that the
1166,"26  According to a Federal Trade Commission staff report: ""Until the mid-1960's, most Blue Shield plans determined in advance"
1166,27  In that program the foundation performs the peer review function as well as the administrative function of paying the doctors'
1166,28  In order to create an insurance plan under which the doctor would agree to accept as full payment a fee prescribed in a fixed
1167,"29  In this case it appears that the fees are set by a group with substantial power in the market for medical services, and that there"
1167,"30  ""[Congress] can, of course, make   rules inapplicable in some or all cases, and leave courts free to ramble through the"
1167,"31  ""Thus, to the extent the blanket license is a different product, ASCAP is not really a joint sales agency offering the individual"
1167,"32  ""Here, the blanket-license fee is not set by competition among individual copyright owners, and it is a fee for the use of any of"
1168,33  It may be true that by becoming a member of the foundation the individual practitioner obtains a competitive advantage in the
1169,1  The Pima Foundation is open to any Pima County area physician licensed in Arizona.  It has a renewable 5-year membership
1169,"2  Three private carriers underwrite various Pima Foundation-sponsored plans: Arizona Blue Cross-Blue Shield, Pacific Mutual  Life Insurance Co., and Connecticut General Life Insurance Co.  The latter two companies also underwrite plans for the  Maricopa Foundation, as do five other private insurance companies.  Apparently large employers, such as the State of Arizona  and Motorola, also act as foundation-approved insurers with respect to their employees' insurance plans. 3  The foundations act as the insurance companies' claims agents on a contract basis.  They administer the claims and, to some"
1169,"4  This agreement provides in part that the physician agrees ""to be bound . . . with respect to maximum fees . . . by any fee"
1170,"5  At least seven insurance companies are competing in the relevant market.  See n. 2,  .  At this stage of the case we must"
1170,6  The State introduced no evidence on its summary judgment motion supporting its apparent view that insurers effectively can
1171,"7  See   (STEVENS, J., dissenting in part) (""The"
1171,"8  Cf.   (identifying achievement of efficiencies as ""redeeming"
1172,"9  In this case the physicians in effect vote on foundation maximum-fee schedules.  In  , the copyright owners"
1172,"10  In this case, the foundations' maximum-fee schedules attempt to rectify the inflationary consequence of patients' indifference"
1172,"11  In this case, the record before us indicates that insurers -- those best situated to decide and best motivated to inspire trust in"
1172,"12  The Court states that in   ""there was little competition among individual composers for their separate"
1173,"13  Medical services differ from the typical service or commercial product at issue in an antitrust case.  The services of physicians,"
1181,"*  Paul R. Friedman, Bruce J. Ennis, and Donald N. Bersoff filed a brief for the American Psychological Association as amicus"
1181,1  With petitioner Blue Shield of Southwestern Virginia.
1182,2  Petitioners contend that the contract between the county and Blue Shield must be read to bar payments for the services of
1182,"3  Apparently Blue Shield inadvertently paid one of McCready's claims.  After the error was discovered, Blue Shield sought to"
1182,4  A similar complaint was filed by the Virginia Academy of Clinical Psychologists (VACP) and its president against the same
1183,5  [
1183,"6  That section provides, in pertinent part: ""Any person who shall be injured in his business or property by reason of anything forbidden in the antitrust laws may sue"
1183,"7  Petitioners have argued in this Court that under § 2 of the McCarran-Ferguson Act,  , their actions were"
1183,"8  Addressing the ""target area"" limitation on antitrust standing recognized in several Courts of Appeals, see n. 14,  , the court"
1184,"9  In a related context we commented that ""[in] the face of [the congressional antitrust] policy this Court should not add"
1184,"10  Permitting McCready to maintain this lawsuit will, of course, further certain basic objectives of the private enforcement scheme"
1185,"11  If there is a subordinate theme to our opinions in   and  , it is that the feasibility and consequences of"
1186,"12  We addressed two issues of ""remoteness"" in  . That case involved an alleged"
1186,"13  The traditional principle of proximate cause suggests the use of words such as ""remote,"" ""tenuous,"" ""fortuitous,"" ""incidental,"" or"
1187,"14  In so arguing, petitioners advert to the ""target area"" test of antitrust standing that prevails in the Courts of Appeals for the First,"
1187,"15  Nor does the ""target area"" test applied by the Courts of Appeals ""'imply that it must have been a purpose of the conspirators to"
1187,"16  Petitioners borrow selectively from  . v.  , in arguing that"
1188,17  Nor do we think that her employer's decision to retain Blue Shield coverage despite its continued failure to reimburse for the
1188,"18   (Widener, J., dissenting)."
1189,"19   held that a claim of injury arising from the preservation or enhancement of competition is a claim ""inimical to the"
1189,"20  Or at the least, Blue Shield sought to compel McCready to employ the services of a physician in addition to those of a"
1189,"21  JUSTICE REHNQUIST, dissenting, is of course correct in asserting that the ""injury suffered by the plaintiff must be of the type"
1191,"1  In addition to the antitrust claim, McCready's complaint asserts a claim for breach of contract under the principles of pendent"
1191,"2  The Court explains that those subscribers, such as McCready, who did not yield to Blue Shield's coercive pressures suffer from"
